"","gender","SeniorCitizen","Partner","Dependents","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","Churn","tenure_category"
"6272","Male","Yes","Yes","No","Yes","Yes","Fiber optic","Yes","No","Yes","No","No","No","One year","Yes","Electronic check",85.9,"No","2-4 years"
"6273","Male","No","No","Yes","Yes","No","DSL","No","Yes","Yes","Yes","No","No","One year","Yes","Electronic check",61,"No","4-5 years"
"6274","Female","Yes","No","No","Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",70.65,"Yes","Under 1 year"
"6275","Male","No","No","No","Yes","Yes","Fiber optic","No","No","No","No","Yes","No","One year","Yes","Electronic check",86.9,"No","4-5 years"
"6276","Male","No","No","No","Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","No","Two year","No","Bank transfer (automatic)",69.4,"No","Over 5 years "
"6277","Female","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","One year","No","Credit card (automatic)",20.35,"No","1-2 years"
"6278","Male","No","No","No","Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",20.35,"Yes","Under 1 year"
"6279","Female","No","Yes","No","Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",104.3,"No","Over 5 years "
"6280","Female","No","Yes","Yes","Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",44.95,"No","1-2 years"
"6281","Female","No","No","Yes","Yes","No","DSL","No","No","No","Yes","No","No","One year","Yes","Electronic check",49.45,"No","1-2 years"
"6282","Male","No","No","No","Yes","No","No","No","No","No","No","No","No","One year","No","Mailed check",20.6,"No","Under 1 year"
"6283","Male","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","Two year","No","Credit card (automatic)",19.55,"No","Under 1 year"
"6284","Female","No","No","No","Yes","No","Fiber optic","Yes","No","Yes","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",99,"Yes","Under 1 year"
"6285","Female","No","No","No","Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",93.5,"No","1-2 years"
"6286","Male","No","No","No","No","No phone service","DSL","Yes","No","No","Yes","Yes","Yes","One year","No","Credit card (automatic)",54.55,"No","2-4 years"
"6287","Female","No","No","Yes","Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",20.05,"No","Under 1 year"
"6288","Male","No","No","No","Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",83.95,"Yes","2-4 years"
"6289","Male","No","No","No","Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",79.45,"No","Under 1 year"
"6290","Male","No","No","No","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",116.2,"Yes","Over 5 years "
"6291","Female","No","Yes","No","Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Two year","Yes","Bank transfer (automatic)",93.7,"Yes","Over 5 years "
"6292","Female","No","No","No","Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","Yes","One year","No","Credit card (automatic)",79.85,"No","4-5 years"
"6293","Male","No","Yes","Yes","Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","One year","No","Electronic check",100,"No","2-4 years"
"6294","Male","No","No","Yes","Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",19.6,"No","1-2 years"
"6295","Male","No","No","No","Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",19.7,"Yes","Under 1 year"
"6296","Female","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","Two year","No","Bank transfer (automatic)",20.2,"No","2-4 years"
"6297","Female","Yes","Yes","No","No","No phone service","DSL","Yes","Yes","Yes","No","No","Yes","One year","Yes","Credit card (automatic)",50.4,"No","2-4 years"
"6298","Female","No","Yes","Yes","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","One year","No","Electronic check",113.35,"No","Over 5 years "
"6299","Male","No","Yes","Yes","Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",80,"No","2-4 years"
"6300","Female","No","No","No","Yes","Yes","DSL","No","No","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",80.95,"No","4-5 years"
"6301","Female","No","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","Two year","Yes","Mailed check",24.9,"No","Over 5 years "
"6302","Female","Yes","No","No","Yes","Yes","DSL","No","Yes","No","No","No","No","Month-to-month","No","Electronic check",54.9,"No","Over 5 years "
"6303","Female","No","No","No","Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",75.55,"Yes","Under 1 year"
"6304","Female","No","Yes","No","Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","No","Electronic check",109.25,"No","Over 5 years "
"6305","Female","No","No","No","Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",77.65,"Yes","Under 1 year"
"6306","Female","Yes","No","No","Yes","Yes","Fiber optic","Yes","Yes","No","No","No","Yes","Month-to-month","Yes","Electronic check",95,"Yes","2-4 years"
"6307","Male","No","No","No","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",116.3,"No","Over 5 years "
"6308","Female","No","No","No","Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",19.9,"No","2-4 years"
"6309","Female","No","No","No","Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",70.35,"No","Under 1 year"
"6310","Female","No","Yes","No","Yes","Yes","No","No","No","No","No","No","No","Two year","No","Credit card (automatic)",25.6,"No","Over 5 years "
"6311","Female","No","No","No","No","No phone service","DSL","Yes","No","Yes","No","No","Yes","One year","Yes","Electronic check",44.45,"No","4-5 years"
"6312","Female","Yes","No","No","Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","One year","Yes","Electronic check",100.15,"No","4-5 years"
"6313","Male","No","No","No","Yes","No","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","One year","Yes","Credit card (automatic)",105.4,"Yes","4-5 years"
"6314","Male","No","No","No","Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",95.85,"Yes","Under 1 year"
"6315","Female","No","No","No","Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",73.85,"No","Under 1 year"
"6316","Female","No","Yes","Yes","Yes","No","DSL","Yes","Yes","Yes","No","No","Yes","Two year","Yes","Credit card (automatic)",70.1,"No","2-4 years"
"6317","Male","No","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","Two year","No","Mailed check",25.25,"No","Over 5 years "
"6318","Male","No","No","No","Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",79.15,"Yes","Under 1 year"
"6319","Male","No","No","Yes","Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Credit card (automatic)",21.05,"No","Under 1 year"
"6320","Male","Yes","Yes","No","No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",24.95,"No","4-5 years"
"6321","Female","No","Yes","Yes","Yes","No","DSL","No","No","Yes","Yes","Yes","No","One year","Yes","Electronic check",64.5,"No","2-4 years"
"6322","Female","No","Yes","No","Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",19.65,"Yes","2-4 years"
"6323","Female","No","No","No","Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",79,"Yes","Under 1 year"
"6324","Female","No","No","No","Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","One year","Yes","Credit card (automatic)",105.95,"No","2-4 years"
"6325","Female","No","Yes","Yes","Yes","No","Fiber optic","No","No","No","Yes","No","No","Month-to-month","Yes","Electronic check",75.85,"No","Under 1 year"
"6326","Female","No","Yes","Yes","Yes","No","Fiber optic","Yes","No","No","Yes","Yes","No","Month-to-month","No","Electronic check",91.85,"Yes","1-2 years"
"6327","Female","No","No","No","No","No phone service","DSL","No","Yes","Yes","No","No","Yes","Two year","Yes","Credit card (automatic)",43.6,"No","Over 5 years "
"6328","Male","No","No","No","Yes","No","Fiber optic","No","Yes","No","Yes","Yes","No","One year","Yes","Bank transfer (automatic)",91.25,"No","2-4 years"
"6329","Female","No","No","No","Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",89.75,"No","Over 5 years "
"6330","Female","No","No","No","Yes","No","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",104.4,"No","2-4 years"
"6331","Female","No","Yes","No","Yes","Yes","Fiber optic","No","No","Yes","No","No","Yes","Month-to-month","No","Mailed check",90.15,"No","1-2 years"
"6332","Male","No","Yes","Yes","No","No phone service","DSL","Yes","No","Yes","Yes","No","No","One year","No","Electronic check",40.3,"No","2-4 years"
"6333","Male","No","Yes","Yes","Yes","No","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","Two year","Yes","Bank transfer (automatic)",105.25,"No","Over 5 years "
"6334","Female","Yes","No","No","Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","One year","Yes","Electronic check",106,"Yes","4-5 years"
"6335","Female","No","No","Yes","Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes","Two year","Yes","Electronic check",104,"No","Over 5 years "
"6336","Female","No","No","No","Yes","No","DSL","No","No","No","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",69.65,"No","1-2 years"
"6337","Male","No","Yes","Yes","Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",74.3,"No","4-5 years"
"6338","Female","No","Yes","Yes","Yes","Yes","Fiber optic","Yes","No","No","No","Yes","Yes","One year","No","Mailed check",100.9,"No","4-5 years"
"6339","Male","No","No","No","Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",20.25,"No","Under 1 year"
"6340","Male","No","No","Yes","Yes","No","DSL","No","No","No","Yes","No","No","Month-to-month","Yes","Mailed check",49.9,"Yes","Under 1 year"
"6341","Male","No","No","No","Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","No","Month-to-month","Yes","Credit card (automatic)",96.9,"No","1-2 years"
"6342","Female","No","No","No","Yes","Yes","Fiber optic","Yes","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",100.35,"Yes","1-2 years"
"6343","Male","No","Yes","No","Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",104.1,"No","2-4 years"
"6344","Male","No","No","No","Yes","No","No","No","No","No","No","No","No","One year","No","Mailed check",20.1,"No","2-4 years"
"6345","Female","Yes","Yes","No","Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",74.95,"Yes","2-4 years"
"6346","Female","Yes","No","No","Yes","Yes","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",56.55,"No","Under 1 year"
"6347","Male","Yes","Yes","Yes","Yes","No","DSL","No","No","No","Yes","No","No","Month-to-month","Yes","Credit card (automatic)",49.25,"Yes","Under 1 year"
"6348","Male","No","Yes","No","Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",68.6,"No","1-2 years"
"6349","Female","No","No","No","Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",69.05,"No","2-4 years"
"6350","Female","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","Two year","No","Credit card (automatic)",19.7,"No","2-4 years"
"6351","Male","No","No","Yes","Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",20.05,"No","Under 1 year"
"6352","Male","No","Yes","Yes","Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes","Month-to-month","No","Electronic check",103.7,"Yes","4-5 years"
"6353","Male","No","Yes","No","Yes","Yes","Fiber optic","Yes","No","Yes","No","No","Yes","Month-to-month","Yes","Electronic check",94.4,"No","2-4 years"
"6354","Male","No","Yes","No","Yes","No","DSL","Yes","No","No","Yes","No","No","Month-to-month","Yes","Credit card (automatic)",54.95,"No","Under 1 year"
"6355","Female","No","Yes","No","Yes","No","Fiber optic","Yes","Yes","No","Yes","No","Yes","One year","No","Bank transfer (automatic)",93.7,"No","Over 5 years "
"6356","Female","No","No","No","Yes","Yes","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","Two year","No","Credit card (automatic)",110.25,"No","Over 5 years "
"6357","Male","No","No","No","Yes","No","Fiber optic","Yes","No","Yes","No","Yes","Yes","One year","Yes","Electronic check",98.9,"No","Under 1 year"
"6358","Male","No","Yes","No","Yes","Yes","Fiber optic","Yes","Yes","Yes","No","No","No","One year","No","Electronic check",89.75,"Yes","Over 5 years "
"6359","Female","No","Yes","Yes","Yes","No","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",80.45,"No","Over 5 years "
"6360","Male","No","Yes","Yes","Yes","No","Fiber optic","No","Yes","No","Yes","No","No","Month-to-month","No","Electronic check",79.4,"No","4-5 years"
"6361","Female","No","No","No","Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",20.3,"Yes","Under 1 year"
"6362","Female","No","No","No","Yes","No","DSL","No","No","Yes","Yes","No","Yes","Month-to-month","No","Bank transfer (automatic)",62.8,"No","Under 1 year"
"6363","Female","No","No","No","Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",74.9,"No","Under 1 year"
"6364","Female","No","No","No","Yes","No","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","Electronic check",74.85,"No","Under 1 year"
"6365","Male","No","No","Yes","Yes","Yes","No","No","No","No","No","No","No","Two year","Yes","Credit card (automatic)",25.85,"No","2-4 years"
"6366","Male","Yes","Yes","No","Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",101.95,"Yes","Under 1 year"
"6367","Female","No","Yes","No","Yes","No","DSL","No","Yes","Yes","Yes","No","Yes","Two year","Yes","Mailed check",68.3,"No","Over 5 years "
"6368","Male","No","No","No","No","No phone service","DSL","Yes","No","Yes","Yes","No","Yes","Two year","No","Bank transfer (automatic)",48.4,"No","Over 5 years "
"6369","Male","Yes","No","No","Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",94,"Yes","Under 1 year"
"6370","Male","Yes","No","No","Yes","No","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","Two year","Yes","Electronic check",105.05,"No","Over 5 years "
"6371","Female","No","No","No","Yes","Yes","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","Yes","Credit card (automatic)",89.3,"Yes","2-4 years"
"6372","Female","No","No","No","Yes","Yes","No","No","No","No","No","No","No","Two year","No","Credit card (automatic)",25.15,"No","1-2 years"
"6373","Male","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","Two year","No","Credit card (automatic)",19.5,"No","Under 1 year"
"6374","Male","No","Yes","Yes","Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",92.95,"No","2-4 years"
"6375","Female","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","Two year","Yes","Mailed check",20.7,"No","Over 5 years "
"6376","Female","No","No","No","Yes","No","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",74.3,"Yes","Under 1 year"
"6377","Male","No","No","No","Yes","No","No","No","No","No","No","No","No","Two year","No","Bank transfer (automatic)",19.35,"No","Over 5 years "
"6378","Male","No","No","No","No","No phone service","DSL","No","Yes","No","Yes","No","Yes","Month-to-month","Yes","Mailed check",44.65,"Yes","Under 1 year"
"6379","Male","No","Yes","Yes","Yes","No","Fiber optic","Yes","No","No","No","No","Yes","Month-to-month","No","Electronic check",84.05,"Yes","1-2 years"
"6380","Male","No","No","No","Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",80.7,"Yes","Under 1 year"
"6381","Male","Yes","Yes","No","Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",104.35,"No","Over 5 years "
"6382","Male","No","No","Yes","Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",19.55,"No","Under 1 year"
"6383","Male","No","Yes","Yes","Yes","No","DSL","Yes","Yes","Yes","Yes","Yes","No","One year","No","Electronic check",74.05,"No","2-4 years"
